10.001,14.208
8,12.167
6.002,10.102
3.999,8.064
1.997,3.764
0.003,0.708
-0.103,0.643
-0.203,0.556
-0.405,0.384
-0.5,0.328
-0.601,0.28
-0.697,0.256
-0.797,0.253
-0.899,0.246
-1.001,0.251
