9.995,8.027
8.005,6.958
6.005,5.777
4,4.752
1.999,2.431
-0.003,0.75
-0.1,0.709
-0.2,0.623
-0.299,0.572
-0.405,0.532
-0.5,0.502
-0.595,0.438
-0.699,0.365
-0.801,0.333
-0.898,0.305
-1.002,0.282
-1.103,0.29
-1.194,0.269
-1.301,0.281
-1.404,0.274
-1.498,0.264
-1.597,0.275
-1.706,0.273
