9.996,40.841
7.997,34.532
6.001,27.763
4.001,18.95
2.003,8.997
0.002,2.513
-0.099,2.338
-0.205,2.168
-0.298,1.994
-0.401,1.798
-0.5,1.613
-0.601,1.433
-0.697,1.276
-0.803,1.069
-0.897,0.899
-1.003,0.687
-1.095,0.538
-1.2,0.409
-1.297,0.329
-1.399,0.289
-1.499,0.272
-1.602,0.268
-1.702,0.25
-1.799,0.246
-1.907,0.26
