Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9
Wavelength (nm),Frequency (Hz),Time (s),Current (A),Voltage (V),Stopping Potential (V),Time (s),Current (A),Voltage (V),Stopping Potential (V),Time (s),Current (A),Voltage (V),Stopping Potential (V),Time (s),Current (A),Voltage (V),Stopping Potential (V),Time (s),Current (A),Voltage (V),Stopping Potential (V),Time (s),Current (A),Voltage (V),Stopping Potential (V),Time (s),Current (A),Voltage (V),Stopping Potential (V),Time (s),Current (A),Voltage (V),Stopping Potential (V),Time (s),Current (A),Voltage (V),Stopping Potential (V)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.600,4.443E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.650,2.832E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.700,3.308E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.750,2.661E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.800,1.282E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.850,2.197E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.900,2.576E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.950,3.308E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.000,2.283E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.050,3.699E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.100,3.101E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.150,2.771E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.200,2.661E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.250,3.564E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.300,2.515E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.350,4.272E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.400,4.358E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.450,3.174E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.500,2.686E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.550,3.088E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.600,3.235E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.650,2.771E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.700,2.917E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.750,2.930E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.800,3.052E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.850,3.223E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.900,3.516E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.950,2.161E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.000,3.564E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.050,2.332E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.100,3.418E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.150,3.064E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.200,4.004E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.250,3.528E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.300,4.114E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.350,3.979E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.400,4.175E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.450,2.869E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.500,3.809E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.550,5.469E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.600,3.857E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.650,4.395E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.700,3.992E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.750,3.906E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.800,5.029E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.850,4.468E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.900,4.773E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.950,3.369E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.000,4.041E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.050,2.954E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.100,4.749E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.150,3.467E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.200,4.224E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.250,3.455E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.300,4.822E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.350,3.748E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.400,3.333E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.450,3.638E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.500,3.418E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.550,3.577E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.600,4.749E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.650,2.917E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.700,2.954E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.750,4.199E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.800,3.711E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.850,3.967E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.900,3.210E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.950,2.454E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.000,3.772E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.050,3.650E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.100,4.199E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.150,3.662E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.200,3.662E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.250,3.772E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.300,3.308E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.350,4.260E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.400,3.687E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.450,4.260E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.500,4.419E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.550,3.711E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.600,3.528E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.650,3.662E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.700,2.893E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.750,3.296E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.800,3.320E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.850,3.699E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.900,2.307E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.950,4.065E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.000,2.454E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.050,2.112E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.100,3.748E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.150,2.490E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.200,3.784E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.250,3.809E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.300,3.455E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.350,3.809E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.400,3.821E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.450,3.015E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.500,2.405E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.550,4.541E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.600,3.638E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.650,2.808E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.700,3.650E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.750,3.137E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.800,2.991E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.850,3.467E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.900,2.649E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.950,3.333E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.000,2.783E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.050,2.893E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.100,2.881E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.150,1.892E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.200,2.869E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.250,3.198E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.300,4.248E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.350,2.686E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.400,2.295E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.450,2.917E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.500,2.686E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.550,3.503E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.600,2.563E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.650,2.795E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.700,3.394E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.750,3.198E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.800,2.551E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.850,2.258E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.900,2.283E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.950,2.417E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.000,3.394E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.050,3.015E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.100,2.979E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.150,2.856E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.200,2.600E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.250,2.673E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.300,2.820E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.350,3.247E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.400,2.905E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.450,3.369E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.500,3.015E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.550,2.856E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.600,2.710E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.650,3.223E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.700,4.053E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.750,3.162E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.800,2.734E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.850,3.906E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.900,3.369E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.950,2.490E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.000,3.906E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.050,4.321E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.100,4.236E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.150,3.149E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.200,4.297E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.250,4.004E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.300,3.687E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.350,3.760E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.400,4.272E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.450,2.795E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.500,4.041E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.550,3.772E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.600,3.723E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.650,2.722E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.700,3.955E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.750,2.417E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.800,2.722E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.850,3.198E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.900,3.772E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.950,3.430E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.000,3.430E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.050,4.199E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.100,3.418E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.150,2.454E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.200,4.199E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.250,4.968E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.300,3.162E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.350,3.674E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.400,2.673E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.450,3.015E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.500,4.749E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.550,2.405E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.600,4.041E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.650,3.418E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.700,3.198E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.750,3.857E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.800,3.650E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.850,3.040E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.900,4.199E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.950,3.564E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.000,2.844E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.050,3.955E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.100,2.917E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.150,3.125E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.200,3.162E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.250,3.101E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.300,3.125E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.350,2.600E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.400,3.101E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.450,3.955E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.500,3.394E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.550,4.150E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.600,3.564E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.650,3.430E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.700,3.284E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.750,4.089E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.800,3.516E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.850,4.333E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.900,2.515E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.950,3.882E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.000,4.211E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.050,4.041E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.100,3.992E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.150,3.845E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.200,3.784E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.250,3.027E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.300,3.687E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.350,3.918E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.400,4.602E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.450,4.285E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.500,4.150E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.550,3.967E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.600,3.442E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.650,3.894E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.700,3.027E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.750,3.528E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.800,4.761E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.850,2.795E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.900,5.444E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.950,2.917E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.000,4.150E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.050,4.016E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.100,3.894E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.150,3.833E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.200,3.101E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.250,3.589E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.300,3.406E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.350,3.357E-14,-1.922,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.400,4.102E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.450,5.005E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.500,4.651E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.550,4.993E-14,-1.919,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.600,4.150E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.650,4.419E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.700,2.209E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.750,3.210E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.800,4.163E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.850,3.357E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.900,3.052E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.950,3.931E-14,-1.920,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.000,2.698E-14,-1.921,1.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.050,2.942E-14,-1.921,1.92
