Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
0.6,1.2,4.23,,0.00604,1.00E-06,1.636,0.002,0.0096119,8.00E-06,7,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,,0,0.24,,
,,,,,,,,,,,0.58,0.69,0,0,0.58,0.69,0,0,0.58,0.69,0,0,0.58,0.69,-0.01,-0.6,0.58,0.69,0,0,0.58,0.63,-0.56,4.87,0.58,0.56,0.58,23.18,0.58,0.69,0,0,0.58,0.69,0,-0.52,0.58,0.67,-0.59,-9.53,0.58,0.69,0,0
,,,,,,,,,,,0.59,0.69,0,0,0.59,0.69,0,0,0.59,0.69,0,0,0.59,0.69,-0.01,0.43,0.59,0.69,0,0,0.59,0.62,-0.5,6.91,0.59,0.57,0.83,16.54,0.59,0.69,0,0,0.59,0.69,0,0.09,0.59,0.67,-0.69,-11.78,0.59,0.69,0,0
,,,,,,,,,,,0.6,0.69,0,0,0.6,0.69,0,0,0.6,0.69,0,0,0.6,0.69,0,0.52,0.6,0.69,0,0,0.6,0.62,-0.42,7.06,0.6,0.58,0.91,-2.87,0.6,0.69,0,0,0.6,0.69,0,-0.43,0.6,0.66,-0.83,-13.94,0.6,0.69,0,-0.17
,,,,,,,,,,,0.61,0.69,0,0,0.61,0.69,0,0,0.61,0.69,0,0,0.61,0.69,0,0,0.61,0.69,0,0,0.61,0.61,-0.36,5.96,0.61,0.58,0.78,-7.93,0.61,0.69,0,0,0.61,0.69,-0.01,-0.6,0.61,0.65,-0.97,-13.53,0.61,0.69,0,2.6
,,,,,,,,,,,0.62,0.69,0,0,0.62,0.69,0,0,0.62,0.69,0,0,0.62,0.69,0,0,0.62,0.69,0,0,0.62,0.61,-0.3,6.39,0.62,0.59,0.75,-0.65,0.62,0.69,0,0,0.62,0.69,-0.01,0.43,0.62,0.64,-1.1,-13.1,0.62,0.69,0.05,-4.45
,,,,,,,,,,,0.63,0.69,0,0,0.63,0.69,0,0,0.63,0.69,0,0,0.63,0.69,0,0,0.63,0.69,0,0,0.63,0.61,-0.24,6.82,0.63,0.6,0.76,1.08,0.63,0.69,0,0,0.63,0.69,0,0.52,0.63,0.63,-1.23,-11.7,0.63,0.69,-0.09,-23.44
,,,,,,,,,,,0.64,0.69,0,0,0.64,0.69,0,0,0.64,0.69,0,0,0.64,0.69,0,0,0.64,0.69,0,0,0.64,0.61,-0.17,7.32,0.64,0.61,0.78,-0.12,0.64,0.69,0,0,0.64,0.69,0,0,0.64,0.62,-1.33,-18.32,0.64,0.69,-0.42,-28.57
,,,,,,,,,,,0.65,0.69,0,0,0.65,0.69,0,0,0.65,0.69,0,0,0.65,0.69,0,0,0.65,0.69,0,0,0.65,0.6,-0.09,7.54,0.65,0.62,0.76,-2.14,0.65,0.69,0,0,0.65,0.69,0,0,0.65,0.6,-1.6,-16.26,0.65,0.69,-0.66,-23.86
,,,,,,,,,,,0.66,0.69,0,0,0.66,0.69,0,0,0.66,0.69,0,0,0.66,0.69,0,0,0.66,0.69,0,0,0.66,0.6,-0.02,6.02,0.66,0.62,0.73,-2.13,0.66,0.69,0,0,0.66,0.69,0,0,0.66,0.58,-1.66,-5.22,0.66,0.68,-0.89,-19.05
,,,,,,,,,,,0.67,0.69,0,0,0.67,0.69,0,0,0.67,0.69,0,0,0.67,0.69,0,0,0.67,0.69,0,0,0.67,0.6,0.03,5.94,0.67,0.63,0.72,-1.9,0.67,0.69,0,0,0.67,0.69,0,0,0.67,0.57,-1.7,-15.51,0.67,0.67,-1.04,-13.97
,,,,,,,,,,,0.68,0.69,0,0,0.68,0.69,0,0,0.68,0.69,0,0,0.68,0.69,0,0,0.68,0.69,0,0,0.68,0.6,0.1,6.52,0.68,0.64,0.69,-3.26,0.68,0.69,0,0,0.68,0.69,0,0,0.68,0.55,-1.97,-11.8,0.68,0.66,-1.17,-13.55
,,,,,,,,,,,0.69,0.69,0,0,0.69,0.69,0,0,0.69,0.69,0,0,0.69,0.69,0,0,0.69,0.69,0,0,0.69,0.61,0.16,5.93,0.69,0.64,0.65,-4.28,0.69,0.69,0,0,0.69,0.69,0,0,0.69,0.53,-1.94,1.76,0.69,0.65,-1.32,-13.13
,,,,,,,,,,,0.7,0.69,0,0,0.7,0.69,0,0,0.7,0.69,0,0,0.7,0.69,0,0,0.7,0.69,0,0,0.7,0.61,0.22,6.59,0.7,0.65,0.61,-4.11,0.7,0.69,0,0.09,0.7,0.69,0,0,0.7,0.51,-1.93,-4.37,0.7,0.63,-1.44,-11.49
,,,,,,,,,,,0.71,0.69,0,0,0.71,0.69,0,0,0.71,0.69,0,0,0.71,0.69,0,0,0.71,0.69,0,0,0.71,0.61,0.29,5.73,0.71,0.66,0.57,-4.89,0.71,0.69,0,-0.43,0.71,0.69,0,0,0.71,0.49,-2.02,-11.87,0.71,0.62,-1.55,-20.66
,,,,,,,,,,,0.72,0.69,0,0,0.72,0.69,0,0,0.72,0.69,0,0,0.72,0.69,0,0,0.72,0.69,0,0,0.72,0.61,0.33,4.56,0.72,0.66,0.51,-6.42,0.72,0.69,-0.01,-0.6,0.72,0.69,0,0,0.72,0.47,-2.17,-9.08,0.72,0.6,-1.85,-11.82
,,,,,,,,,,,0.73,0.69,0,0,0.73,0.69,0,0,0.73,0.69,0,0,0.73,0.69,0,0,0.73,0.69,0,0,0.73,0.62,0.38,5.73,0.73,0.67,0.44,-6.51,0.73,0.69,-0.01,0.43,0.73,0.69,0,0,0.73,0.45,-2.21,4.4,0.73,0.58,-1.78,2.1
,,,,,,,,,,,0.74,0.69,0,0,0.74,0.69,0,0,0.74,0.69,0,0,0.74,0.69,0,0,0.74,0.69,0,0,0.74,0.62,0.45,4.94,0.74,0.67,0.38,-5.75,0.74,0.69,0,0.52,0.74,0.69,0,0,0.74,0.43,-2.08,11.87,0.74,0.56,-1.81,-14.09
,,,,,,,,,,,0.75,0.69,0,0,0.75,0.69,0,0,0.75,0.69,0,0,0.75,0.69,0,0,0.75,0.69,0,0,0.75,0.63,0.48,3.35,0.75,0.67,0.33,-7.29,0.75,0.69,0,0,0.75,0.69,0,-0.09,0.75,0.41,-1.97,11.69,0.75,0.54,-2.06,-7.8
,,,,,,,,,,,0.76,0.69,0,0,0.76,0.69,0,0,0.76,0.69,0,0,0.76,0.69,0,0,0.76,0.69,0,0,0.76,0.63,0.52,3.93,0.76,0.68,0.24,-7.29,0.76,0.69,0,0,0.76,0.69,0,0.43,0.76,0.39,-1.85,8.47,0.76,0.52,-1.96,5.16
,,,,,,,,,,,0.77,0.69,0,0,0.77,0.69,0,0,0.77,0.69,0,0,0.77,0.69,0,0,0.77,0.69,0,0,0.77,0.64,0.56,3.66,0.77,0.68,0.18,-7.13,0.77,0.69,0,0,0.77,0.69,0.01,0.6,0.77,0.37,-1.8,7.01,0.77,0.5,-1.96,-0.28
,,,,,,,,,,,0.78,0.69,0,0,0.78,0.69,0,0,0.78,0.69,0,0,0.78,0.69,0,0,0.78,0.69,0,0,0.78,0.64,0.59,2.3,0.78,0.68,0.09,-9.44,0.78,0.69,0,0,0.78,0.69,0.01,-0.34,0.78,0.35,-1.71,6.13,0.78,0.48,-1.97,-5.77
,,,,,,,,,,,0.79,0.69,0,0,0.79,0.69,0,0,0.79,0.69,0,0,0.79,0.69,0,0,0.79,0.69,0,0,0.79,0.65,0.61,1.36,0.79,0.68,-0.01,-0.69,0.79,0.69,0,0,0.79,0.69,0,-0.95,0.79,0.34,-1.68,10.12,0.79,0.46,-2.08,-2.73
,,,,,,,,,,,0.8,0.69,0,0,0.8,0.69,0,0,0.8,0.69,0,0,0.8,0.69,0,0,0.8,0.69,0,0,0.8,0.65,0.62,0.94,0.8,0.68,0.08,-4.93,0.8,0.69,0,0,0.8,0.69,-0.01,-0.6,0.8,0.32,-1.5,24.8,0.8,0.44,-2.02,13.02
,,,,,,,,,,,0.81,0.69,0,0,0.81,0.69,0,0,0.81,0.69,0,0,0.81,0.69,0,0,0.81,0.69,0,0,0.81,0.66,0.63,0.59,0.81,0.68,-0.11,-18.91,0.81,0.69,0,0,0.81,0.69,-0.01,0.26,0.81,0.31,-1.18,19.24,0.81,0.42,-1.82,17.84
,,,,,,,,,,,0.82,0.69,0,0,0.82,0.69,0,0,0.82,0.69,0,0,0.82,0.69,0,0,0.82,0.69,0,0,0.82,0.67,0.63,0.67,0.82,0.68,-0.3,-6.88,0.82,0.69,0,0,0.82,0.69,0,1.29,0.82,0.3,-1.12,12.08,0.82,0.41,-1.67,14.63
,,,,,,,,,,,0.83,0.69,0,0,0.83,0.69,0,0,0.83,0.69,0,0,0.83,0.69,0,0,0.83,0.69,0,0,0.83,0.67,0.64,-6.35,0.83,0.68,-0.24,-0.71,0.83,0.69,0,0,0.83,0.69,0.02,1.81,0.83,0.28,-0.94,24.67,0.83,0.39,-1.52,12.17
,,,,,,,,,,,0.84,0.69,0,0,0.84,0.69,0,0,0.84,0.69,0,0,0.84,0.69,0,0,0.84,0.69,0,0,0.84,0.68,0.5,-4.77,0.84,0.67,-0.31,-7.07,0.84,0.69,0,0,0.84,0.69,0.03,-0.94,0.84,0.28,-0.63,18.75,0.84,0.38,-1.42,12.73
,,,,,,,,,,,0.85,0.69,0,0,0.85,0.69,0,0,0.85,0.69,0,0,0.85,0.69,0,0,0.85,0.69,0,0,0.85,0.68,0.54,2,0.85,0.67,-0.39,-6.29,0.85,0.69,0,0,0.85,0.69,0,-3.44,0.85,0.27,-0.56,15.82,0.85,0.36,-1.27,11.29
,,,,,,,,,,,0.86,0.69,0,0,0.86,0.69,0,0,0.86,0.69,0,0,0.86,0.69,0,0,0.86,0.69,0,0,0.86,0.69,0.54,-19.49,0.86,0.67,-0.44,-4.83,0.86,0.69,0,0,0.86,0.69,-0.04,-1.73,0.86,0.27,-0.31,36.46,0.86,0.35,-1.2,10.75
,,,,,,,,,,,0.87,0.69,0,0,0.87,0.69,0,0,0.87,0.69,0,0,0.87,0.69,0,0,0.87,0.69,0,0,0.87,0.69,0.15,-27.15,0.87,0.66,-0.48,-4.4,0.87,0.69,0,0,0.87,0.69,-0.04,3.7,0.87,0.26,0.17,27.39,0.87,0.34,-1.05,21.32
,,,,,,,,,,,0.88,0.69,0,0,0.88,0.69,0,0,0.88,0.69,0,0,0.88,0.69,0,0,0.88,0.69,0,0,0.88,0.69,0,-7.23,0.88,0.66,-0.53,-3.97,0.88,0.69,0,0,0.88,0.69,0.04,4.49,0.88,0.27,0.24,10.41,0.88,0.33,-0.77,25.43
,,,,,,,,,,,0.89,0.69,0,0,0.89,0.69,0,0,0.89,0.69,0,0,0.89,0.69,0,0,0.89,0.69,0,0,0.89,0.69,0.01,0.09,0.89,0.65,-0.56,-3.54,0.89,0.69,0,0,0.89,0.69,0.05,-9.63,0.89,0.27,0.37,20.74,0.89,0.32,-0.54,21.72
,,,,,,,,,,,0.9,0.69,0,0,0.9,0.69,0,0,0.9,0.69,0,0,0.9,0.69,0,0,0.9,0.69,0,0,0.9,0.69,0,-0.52,0.9,0.64,-0.6,-3.19,0.9,0.69,0,0,0.9,0.69,-0.15,-11.46,0.9,0.28,0.65,18.73,0.9,0.32,-0.34,20.3
,,,,,,,,,,,0.91,0.69,0,0,0.91,0.69,0,0,0.91,0.69,0,0,0.91,0.69,0,0,0.91,0.69,0,0,0.91,0.69,0,0,0.91,0.64,-0.63,-2.24,0.91,0.69,0,-0.09,0.91,0.69,-0.18,4.21,0.91,0.28,0.75,13.39,0.91,0.32,-0.14,20.31
,,,,,,,,,,,0.92,0.69,0,0,0.92,0.69,0,0,0.92,0.69,0,0,0.92,0.69,0,0,0.92,0.69,0,0,0.92,0.69,0,0,0.92,0.63,-0.64,-1.81,0.92,0.69,0,0.43,0.92,0.69,-0.07,14.55,0.92,0.29,0.92,22.27,0.92,0.32,0.07,13.75
,,,,,,,,,,,0.93,0.69,0,0,0.93,0.69,0,0,0.93,0.69,0,0,0.93,0.69,0,0,0.93,0.69,0,0,0.93,0.69,0,0,0.93,0.63,-0.66,-1.45,0.93,0.69,0.01,0.6,0.93,0.69,0.11,5.77,0.93,0.3,1.19,21.73,0.93,0.32,0.14,17.92
,,,,,,,,,,,0.94,0.69,0,0,0.94,0.69,0,0,0.94,0.69,0,0,0.94,0.69,0,0,0.94,0.69,0,0,0.94,0.69,0,0,0.94,0.62,-0.67,-0.59,0.94,0.69,0.01,-0.43,0.94,0.69,0.04,-17.73,0.94,0.31,1.35,16.49,0.94,0.32,0.43,30.18
,,,,,,,,,,,0.95,0.69,0,0,0.95,0.69,0,0,0.95,0.69,0,0,0.95,0.69,0,0,0.95,0.69,0,0,0.95,0.69,0,0,0.95,0.61,-0.67,0.51,0.95,0.69,0,-0.52,0.95,0.69,-0.24,-10.16,0.95,0.33,1.52,13.68,0.95,0.33,0.74,18.51
,,,,,,,,,,,0.96,0.69,0,0,0.96,0.69,0,0,0.96,0.69,0,0,0.96,0.69,0,0,0.96,0.69,0,0,0.96,0.69,0,0,0.96,0.61,-0.66,-0.07,0.96,0.69,0,0.09,0.96,0.69,-0.16,8.87,0.96,0.35,1.63,3.9,0.96,0.33,0.8,11.45
,,,,,,,,,,,0.97,0.69,0,0,0.97,0.69,0,0,0.97,0.69,0,0,0.97,0.69,0,0,0.97,0.69,0,0,0.97,0.69,0,0,0.97,0.6,-0.68,-0.16,0.97,0.69,0,-0.43,0.97,0.69,-0.06,14.28,0.97,0.36,1.6,-2.13,0.97,0.34,0.97,17.37
,,,,,,,,,,,0.98,0.69,0,0,0.98,0.69,0,0,0.98,0.69,0,0,0.98,0.69,0,0,0.98,0.69,0,0,0.98,0.69,0,0,0.98,0.59,-0.67,3.81,0.98,0.69,-0.01,-0.6,0.98,0.69,0.13,6.45,0.98,0.38,1.59,0.82,0.98,0.35,1.15,14.4
,,,,,,,,,,,0.99,0.69,0,0,0.99,0.69,0,0,0.99,0.69,0,0,0.99,0.69,0,0,0.99,0.69,0,0,0.99,0.69,0,0,0.99,0.59,-0.6,5.98,0.99,0.69,-0.01,0.43,0.99,0.69,0.07,-13.16,0.99,0.39,1.62,13.16,0.99,0.37,1.26,10.73
,,,,,,,,,,,1,0.69,0,0,1,0.69,0,0,1,0.69,0,0,1,0.69,0,0,1,0.69,0,0,1,0.69,0,0,1,0.58,-0.55,-4.6,1,0.69,0,0.52,1,0.69,-0.14,-5.76,1,0.41,1.85,15.08,1,0.38,1.36,9.41
,,,,,,,,,,,1.01,0.69,0,0,1.01,0.69,0,0,1.01,0.69,0,0,1.01,0.69,0,0,1.01,0.69,0,0,1.01,0.69,0,0.26,1.01,0.57,-0.69,-13.72,1.01,0.69,0,-0.17,1.01,0.69,-0.05,6.28,1.01,0.43,1.92,1.22,1.01,0.39,1.45,12.34
,,,,,,,,,,,1.02,0.69,0,0,1.02,0.69,0,0,1.02,0.69,0,0,1.02,0.69,0,0,1.02,0.69,0,0,1.02,0.69,0.01,0.27,1.02,0.57,-0.82,-0.49,1.02,0.69,0,0.86,1.02,0.69,-0.01,2.49,1.02,0.45,1.87,1.5,1.02,0.41,1.61,17.15
,,,,,,,,,,,1.03,0.69,0,0,1.03,0.69,0,0,1.03,0.69,0,0,1.03,0.69,0,0,1.03,0.69,0,0,1.03,0.69,0.01,-7.74,1.03,0.56,-0.7,10.32,1.03,0.69,0.02,1.21,1.03,0.69,0,0.43,1.03,0.47,1.95,1.57,1.03,0.42,1.79,9.05
,,,,,,,,,,,1.04,0.69,0,0,1.04,0.69,0,0,1.04,0.69,0,0,1.04,0.69,0,0,1.04,0.69,0,0,1.04,0.69,-0.15,-15.42,1.04,0.55,-0.61,2.2,1.04,0.69,0.02,-0.86,1.04,0.69,0,0.26,1.04,0.49,1.9,-11.06,1.04,0.44,1.79,-0.12
,,,,,,,,,,,1.05,0.69,0,0,1.05,0.69,0,0,1.05,0.69,0,0,1.05,0.69,0,-0.09,1.05,0.69,0,0,1.05,0.69,-0.3,-16.21,1.05,0.55,-0.66,-4.59,1.05,0.69,0,-0.95,1.05,0.69,0.01,0.34,1.05,0.5,1.73,-12.5,1.05,0.46,1.79,0.24
,,,,,,,,,,,1.06,0.69,0,0,1.06,0.69,0,0,1.06,0.69,0,0,1.06,0.69,0,0.43,1.06,0.69,0,0,1.06,0.69,-0.47,-16.3,1.06,0.54,-0.71,-2.34,1.06,0.69,0,-0.43,1.06,0.69,0.01,7.4,1.06,0.52,1.65,-0.88,1.06,0.48,1.79,5.44
,,,,,,,,,,,1.07,0.69,0,0,1.07,0.69,0,0,1.07,0.69,0,0,1.07,0.69,0.01,0.6,1.07,0.69,0,0,1.07,0.68,-0.63,-7.76,1.07,0.53,-0.7,-3.73,1.07,0.69,-0.01,-0.52,1.07,0.69,0.15,1.55,1.07,0.54,1.71,-1.11,1.07,0.5,1.89,4.83
,,,,,,,,,,,1.08,0.69,0,0,1.08,0.69,0,0,1.08,0.69,0,0,1.08,0.69,0.01,-0.43,1.08,0.69,0,0,1.08,0.68,-0.63,2.78E-13,1.08,0.52,-0.78,-8.42,1.08,0.69,-0.01,-5.55E-13,1.08,0.69,0.04,-15.32,1.08,0.56,1.63,-17.03,1.08,0.52,1.89,-10.27
,,,,,,,,,,,1.09,0.69,0,0,1.09,0.69,0,0,1.09,0.69,0,0,1.09,0.69,0,-0.52,1.09,0.69,0,0,1.09,0.67,-0.63,-2.78E-13,1.09,0.52,-0.87,-7.19,1.09,0.69,-0.01,-1.11E-12,1.09,0.69,-0.15,-2.92,1.09,0.57,1.37,-20.82,1.09,0.53,1.69,-4.53
,,,,,,,,,,,1.1,0.69,0,0,1.1,0.69,0,0,1.1,0.69,0,0,1.1,0.69,0,0,1.1,0.69,0,0,1.1,0.66,-0.63,-0.08,1.1,0.51,-0.92,-5.02,1.1,0.69,-0.01,2.78E-13,1.1,0.69,-0.02,10.06,1.1,0.58,1.22,-14.74,1.1,0.55,1.8,3.96
,,,,,,,,,,,1.11,0.69,0,0,1.11,0.69,0,0,1.11,0.69,0,0,1.11,0.69,0,0,1.11,0.69,0,0,1.11,0.66,-0.63,0.43,1.11,0.5,-0.97,-6.02,1.11,0.69,-0.01,-0.09,1.11,0.69,0.05,7.05,1.11,0.59,1.08,-15.62,1.11,0.57,1.77,-14.4
,,,,,,,,,,,1.12,0.69,0,0,1.12,0.69,0,0,1.12,0.69,0,0,1.12,0.69,0,0,1.12,0.69,0,0,1.12,0.65,-0.62,0.35,1.12,0.49,-1.04,-10.55,1.12,0.69,-0.01,0.43,1.12,0.69,0.12,4.99,1.12,0.6,0.9,-16.72,1.12,0.59,1.51,-18.76
,,,,,,,,,,,1.13,0.69,0,0,1.13,0.69,0,0,1.13,0.69,0,0,1.13,0.69,0,0,1.13,0.69,0,0,1.13,0.64,-0.62,0.47,1.13,0.48,-1.18,-6.88,1.13,0.69,0,0.52,1.13,0.69,0.15,-3.52,1.13,0.61,0.74,-16.08,1.13,0.6,1.39,-12.25
,,,,,,,,,,,1.14,0.69,0,0,1.14,0.69,0,0,1.14,0.69,0,0,1.14,0.69,0,0,1.14,0.69,0,0,1.14,0.64,-0.61,2.86,1.14,0.46,-1.18,3.51,1.14,0.69,0,0,1.14,0.69,0.05,-9.46,1.14,0.62,0.58,-17.04,1.14,0.61,1.27,-12.6
,,,,,,,,,,,1.15,0.69,0,0,1.15,0.69,0,0,1.15,0.69,0,0,1.15,0.69,0,0.09,1.15,0.69,0,0,1.15,0.63,-0.57,3.97,1.15,0.45,-1.11,3.28,1.15,0.69,0,0,1.15,0.69,-0.04,-2.76,1.15,0.62,0.4,-17.57,1.15,0.63,1.14,-13.31
,,,,,,,,,,,1.16,0.69,0,0,1.16,0.69,0,0,1.16,0.69,0,0,1.16,0.69,0,-0.43,1.16,0.69,0,0,1.16,0.63,-0.53,3.38,1.16,0.44,-1.12,1.14,1.16,0.69,0,-0.09,1.16,0.69,-0.01,2.66,1.16,0.63,0.23,-17.6,1.16,0.64,1,-15.19
,,,,,,,,,,,1.17,0.69,0,0,1.17,0.69,0,0,1.17,0.69,0,0,1.17,0.69,-0.01,-0.6,1.17,0.69,0,0,1.17,0.62,-0.5,3.81,1.17,0.43,-1.09,2.5,1.17,0.69,0,0.43,1.17,0.69,0.01,7.57,1.17,0.63,0.05,-17.71,1.17,0.65,0.84,-16.23
,,,,,,,,,,,1.18,0.69,0,0,1.18,0.69,0,0,1.18,0.69,0,0,1.18,0.69,-0.01,0.43,1.18,0.69,0,0,1.18,0.62,-0.46,4.24,1.18,0.42,-1.07,3.27,1.18,0.69,0.01,0.52,1.18,0.69,0.14,8.96,1.18,0.63,-0.12,-17.15,1.18,0.65,0.67,-16.25
,,,,,,,,,,,1.19,0.69,0,0,1.19,0.69,0,0,1.19,0.69,0,0,1.19,0.69,0,0.52,1.19,0.69,0,0,1.19,0.61,-0.41,4.67,1.19,0.41,-1.02,5.2,1.19,0.69,0.01,2.78E-13,1.19,0.69,0.19,-8.43,1.19,0.63,-0.29,-17.84,1.19,0.66,0.51,-16.11
,,,,,,,,,,,1.2,0.69,0,0,1.2,0.69,0,0,1.2,0.69,0,0,1.2,0.69,0,0,1.2,0.69,0,0,1.2,0.61,-0.36,5.03,1.2,0.4,-0.96,5.26,1.2,0.69,0.01,5.55E-13,1.2,0.69,-0.02,-11.88,1.2,0.62,-0.48,-17.08,1.2,0.66,0.35,-16.99
,,,,,,,,,,,1.21,0.69,0,0,1.21,0.69,0,0,1.21,0.69,0,0,1.21,0.69,0,0,1.21,0.69,0,0,1.21,0.6,-0.31,5.96,1.21,0.39,-0.92,4.58,1.21,0.69,0.01,-5.55E-13,1.21,0.69,-0.05,2.58,1.21,0.62,-0.64,-15.65,1.21,0.67,0.17,-18.21
,,,,,,,,,,,1.22,0.69,0,0,1.22,0.69,0,0,1.22,0.69,0,0,1.22,0.69,0,0,1.22,0.69,0,0,1.22,0.6,-0.24,6.54,1.22,0.38,-0.87,6.35,1.22,0.69,0.01,0.09,1.22,0.69,0.03,3.19,1.22,0.61,-0.79,-14.05,1.22,0.67,-0.01,-17.21
,,,,,,,,,,,1.23,0.69,0,0,1.23,0.69,0,0,1.23,0.69,0,0,1.23,0.69,0,0,1.23,0.69,0,0,1.23,0.6,-0.18,5.95,1.23,0.37,-0.79,7.84,1.23,0.69,0.01,-0.26,1.23,0.69,0.02,-0.43,1.23,0.6,-0.92,-22.08,1.23,0.67,-0.17,-17.23
,,,,,,,,,,,1.24,0.69,0,0,1.24,0.69,0,0,1.24,0.69,0,0,1.24,0.69,0,0,1.24,0.69,0,0,1.24,0.6,-0.12,6.53,1.24,0.37,-0.71,7.58,1.24,0.69,0,-1.38,1.24,0.69,0.02,-0.26,1.24,0.59,-1.23,-21.67,1.24,0.66,-0.36,-17.59
,,,,,,,,,,,1.25,0.69,0,0,1.25,0.69,0,0,1.25,0.69,0,0,1.25,0.69,0,0,1.25,0.69,0,0,1.25,0.6,-0.05,6.02,1.25,0.36,-0.64,4.63,1.25,0.69,-0.02,-1.21,1.25,0.69,0.01,-1.29,1.25,0.58,-1.35,-3.68,1.25,0.66,-0.52,-15.64
,,,,,,,,,,,1.26,0.69,0,0,1.26,0.69,0,0,1.26,0.69,0,0,1.26,0.69,0,0,1.26,0.69,0,0,1.26,0.6,0,5.79,1.26,0.35,-0.62,10.56,1.26,0.69,-0.02,0.86,1.26,0.69,-0.01,-1.55,1.26,0.56,-1.31,-4.86,1.26,0.65,-0.67,-15.3
,,,,,,,,,,,1.27,0.69,0,0,1.27,0.69,0,0,1.27,0.69,0,0,1.27,0.69,0,0,1.27,0.69,0,0,1.27,0.6,0.06,7.38,1.27,0.35,-0.43,13.6,1.27,0.69,0,0.95,1.27,0.69,-0.02,-0.17,1.27,0.55,-1.45,-10.99,1.27,0.65,-0.83,-14.62
,,,,,,,,,,,1.28,0.69,0,0,1.28,0.69,0,0,1.28,0.69,0,0,1.28,0.69,0,0,1.28,0.69,0,0,1.28,0.6,0.14,7.25,1.28,0.34,-0.35,5.25,1.28,0.69,0,0.43,1.28,0.69,-0.01,0.95,1.28,0.54,-1.53,-7.23,1.28,0.64,-0.96,-12.66
,,,,,,,,,,,1.29,0.69,0,0,1.29,0.69,0,0,1.29,0.69,0,0,1.29,0.69,0,-0.09,1.29,0.69,0,0,1.29,0.6,0.21,5.02,1.29,0.34,-0.32,19.02,1.29,0.69,0.01,0.6,1.29,0.69,0,0.52,1.29,0.52,-1.59,-4.69,1.29,0.63,-1.08,-12.31
,,,,,,,,,,,1.3,0.69,0,0,1.3,0.69,0,0,1.3,0.69,0,0,1.3,0.69,0,0.52,1.3,0.69,0,0,1.3,0.6,0.24,3.15,1.3,0.34,0.03,19.85,1.3,0.69,0.01,-0.43,1.3,0.69,0,0,1.3,0.5,-1.62,-9.29,1.3,0.61,-1.21,-10.49
,,,,,,,,,,,1.31,0.69,0,0,1.31,0.69,0,0,1.31,0.69,0,0,1.31,0.69,0.01,0.17,1.31,0.69,0,0,1.31,0.61,0.27,2.37,1.31,0.34,0.07,-1.36,1.31,0.69,0,-0.52,1.31,0.69,0,0,1.31,0.49,-1.78,-9.45,1.31,0.6,-1.29,-16.27
,,,,,,,,,,,1.32,0.69,0,0,1.32,0.69,0,0,1.32,0.69,0,0,1.32,0.69,0,-1.21,1.32,0.69,0,0,1.32,0.61,0.29,1.09,1.32,0.34,0,12.85,1.32,0.69,0,0,1.32,0.69,0,0,1.32,0.47,-1.81,4.2,1.32,0.59,-1.53,-16.9
,,,,,,,,,,,1.33,0.69,0,0,1.33,0.69,0,0,1.33,0.69,0,0,1.33,0.69,-0.01,1.12,1.33,0.69,0,0,1.33,0.61,0.29,0.03,1.33,0.34,0.33,24.41,1.33,0.69,0,0.09,1.33,0.69,0,0,1.33,0.45,-1.69,0.87,1.33,0.57,-1.63,-1.62
,,,,,,,,,,,1.34,0.69,0,0,1.34,0.69,0,0,1.34,0.69,0,0,1.34,0.69,0.02,1.22,1.34,0.69,0,0,1.34,0.61,0.29,-2.47,1.34,0.35,0.49,6.24,1.34,0.69,0,-0.43,1.34,0.69,0,0,1.34,0.43,-1.79,3.99,1.34,0.56,-1.57,-6.6
,,,,,,,,,,,1.35,0.69,0,0,1.35,0.69,0,0,1.35,0.69,0,0,1.35,0.69,0.01,-10.24,1.35,0.69,0,0,1.35,0.62,0.24,-5.78,1.35,0.35,0.45,2.72,1.35,0.69,-0.01,-0.6,1.35,0.69,0,0,1.35,0.42,-1.61,20.18,1.35,0.54,-1.76,-4.22
